r_fighter,b_fighter,winner,r_kd,r_sig_str,r_sig_str_att,r_sig_str_acc,r_str,r_str_att,r_str_acc,r_td,r_td_att,r_td_acc,r_sub_att,r_rev,r_ctrl_sec,r_wins_total,r_losses_total,r_SLpM_total,r_SApM_total,r_sig_str_acc_total,r_td_acc_total,r_str_def_total,r_td_def_total,r_sub_avg,r_td_avg,b_kd,b_sig_str,b_sig_str_att,b_sig_str_acc,b_str,b_str_att,b_str_acc,b_td,b_td_att,b_td_acc,b_sub_att,b_rev,b_ctrl_sec,b_wins_total,b_losses_total,b_SLpM_total,b_SApM_total,b_sig_str_acc_total,b_td_acc_total,b_str_def_total,b_td_def_total,b_sub_avg,b_td_avg
Mark Bocek,Benson Henderson,Blue,0,11,34,0.32,36,62,0.58,4,11,0.36,2,1,267,12,5,2.34,2.32,0.43,0.36,0.6,0.31,1.3,3.65,0,56,126,0.44,114,190,0.6,3,4,0.75,0,0,332,24,7,2.93,1.79,0.45,0.45,0.63,0.63,0.8,2.4
Nate Diaz,Rory MacDonald,Blue,0,26,62,0.41,72,112,0.64,0,7,0,0,0,149,22,13,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,42,99,0.42,60,121,0.5,7,10,0.7,0,0,315,19,4,3.75,2.8,0.42,0.47,0.62,0.88,0.4,1.77
Jake Ellenberger,Sean Pierson,Red,1,9,19,0.47,9,19,0.47,1,1,1,0,0,8,31,15,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,0,3,14,0.21,3,14,0.21,0,0,0,0,0,0,14,6,3.84,3.73,0.39,0.18,0.64,0.66,0.4,0.39
Daniel Roberts,Claude Patrick,Blue,0,6,79,0.07,31,111,0.28,1,4,0.25,1,1,249,15,7,0.73,2.27,0.2,0.44,0.46,0.4,2.5,2.46,0,29,62,0.46,51,85,0.6,4,5,0.8,1,0,289,14,2,1.8,0.89,0.55,0.53,0.69,0.84,1.7,2.32
Ivan Menjivar,Charlie Valencia,Red,1,8,24,0.33,12,29,0.41,0,0,0,0,0,13,25,12,2.78,2.76,0.37,0.28,0.65,0.38,1,0.56,0,5,10,0.5,5,10,0.5,0,0,0,0,0,0,12,7,2.58,2.61,0.37,0.53,0.77,0.75,0.5,1.4
Jason MacDonald,Ryan Jensen,Red,0,0,1,0,0,1,0,0,1,0,1,0,39,25,16,1.55,2.7,0.52,0.16,0.46,0.35,2,1.43,0,0,5,0,6,12,0.5,0,0,0,1,1,45,21,8,2.84,2.99,0.39,0.5,0.59,0.31,1.9,1.55
John Makdessi,Kyle Watson,Red,1,50,98,0.51,55,103,0.53,0,0,0,0,0,1,18,9,5.52,4.15,0.49,0,0.68,0.86,0,0,0,25,141,0.17,25,141,0.18,0,3,0,0,0,17,13,8,3.67,3.25,0.35,0,0.62,1,0,0
Yves Jabouin,Pablo Garza,Blue,0,16,37,0.43,16,37,0.43,0,0,0,0,0,40,20,11,3.06,2.93,0.41,0.6,0.62,0.82,0.1,1.94,0,26,48,0.54,33,55,0.6,0,1,0,1,1,26,12,4,3.37,2.7,0.44,0.25,0.5,0.15,1.3,0.94
Phil Davis,Rogerio Nogueira,Red,0,42,101,0.41,72,143,0.5,4,11,0.36,0,0,369,17,4,2.85,1.33,0.34,0.38,0.72,0.72,0.6,2.99,0,8,54,0.14,16,68,0.24,0,0,0,0,0,0,23,10,2.43,2.34,0.35,0.44,0.59,0.62,0.8,0.64
Anthony Johnson,Dan Hardy,Red,1,20,36,0.55,107,135,0.79,4,5,0.8,2,0,765,22,6,3.25,1.83,0.47,0.57,0.6,0.77,0.6,2.43,0,2,13,0.15,10,21,0.48,0,1,0,3,0,0,25,10,2.46,3.44,0.35,0.35,0.51,0.35,0.4,0.73
DaMarques Johnson,Amir Sadollah,Blue,0,27,57,0.47,31,63,0.49,2,4,0.5,0,0,155,15,15,2.11,3.75,0.37,0.55,0.51,0.19,0.7,1.18,0,62,117,0.52,75,134,0.56,2,2,1,0,0,191,6,5,4.71,3.55,0.46,0.27,0.6,0.6,0.3,0.57
Chan Sung Jung,Leonard Garcia,Red,0,30,100,0.3,47,119,0.39,1,2,0.5,1,0,162,17,8,3.93,4.52,0.41,0.44,0.52,0.72,0.6,0.7,0,15,87,0.17,16,88,0.18,0,1,0,0,0,0,18,13,2.77,4.79,0.24,0.26,0.52,0.42,0.5,0.3
Jon Madsen,Mike Russow,Blue,0,27,60,0.45,32,65,0.49,0,0,0,0,0,0,8,2,2.46,1.18,0.41,0.71,0.81,0.7,0,1.32,0,14,30,0.46,37,59,0.63,3,6,0.5,0,0,206,15,3,1.55,2.9,0.47,0.43,0.59,0,0.7,4.66
Alex Caceres,Mackens Semerzier,Blue,0,2,7,0.28,5,10,0.5,0,0,0,0,0,0,21,14,4.16,2.93,0.5,0.68,0.63,0.64,0.7,0.56,0,9,10,0.9,24,28,0.86,3,5,0.6,1,0,172,8,4,2.91,3.48,0.45,0.5,0.46,0.5,2.1,2.14
John Hathaway,Kris McCray,Red,0,43,85,0.5,207,299,0.69,3,6,0.5,4,0,257,17,2,3.4,1.8,0.4,0.43,0.62,0.6,0.9,2.61,0,48,80,0.6,133,177,0.75,3,7,0.42,0,1,456,8,5,2.69,2.57,0.45,0.55,0.54,0.38,0,2.88
Michael McDonald,Edwin Figueroa,Red,0,51,107,0.47,58,118,0.49,5,5,1,3,0,240,17,4,2.69,2.76,0.42,0.66,0.57,0.52,1.4,1.09,0,45,98,0.45,66,124,0.53,0,0,0,0,2,235,9,5,2.57,3.06,0.39,1,0.51,0.37,0.6,0.2
Sean McCorkle,Christian Morecraft,Blue,0,8,14,0.57,12,19,0.63,1,2,0.5,0,0,78,17,7,0.85,2.48,0.44,0.4,0.52,0.33,4.2,2.12,0,22,46,0.47,64,96,0.67,1,2,0.5,2,1,368,8,3,2.82,2.46,0.34,0.66,0.46,0.5,2.2,3.26
Johny Hendricks,TJ Waldburger,Red,1,7,8,0.87,9,10,0.9,0,0,0,0,0,26,18,8,3.49,3.99,0.45,0.46,0.53,0.63,0.3,3.83,0,3,9,0.33,3,9,0.33,0,1,0,0,0,31,16,9,2.02,2.39,0.51,0.46,0.4,0.4,4.8,3.03
Mario Miranda,Aaron Simpson,Blue,0,14,15,0.93,60,63,0.95,0,2,0,0,0,69,14,7,1.96,2.46,0.54,0.6,0.36,0.54,0,1.02,0,59,75,0.78,122,158,0.77,10,26,0.38,0,0,761,12,5,3.6,2.53,0.52,0.34,0.56,0.83,0.5,3.78
Waylon Lowe,Nik Lentz,Blue,0,46,61,0.75,53,68,0.78,4,6,0.66,1,0,270,16,7,1.88,2.4,0.55,0.55,0.53,0.83,0.3,4.47,0,51,91,0.56,73,114,0.64,0,3,0,1,0,16,30,12,3.44,3.25,0.47,0.32,0.5,0.43,1.2,3.3
Mauricio Rua,Jon Jones,Blue,0,9,40,0.22,11,42,0.26,0,0,0,0,0,5,27,14,3.57,2.79,0.5,0.48,0.54,0.49,0.7,2.01,1,75,113,0.66,102,142,0.72,3,3,1,0,0,470,27,1,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93
Urijah Faber,Eddie Wineland,Red,0,49,110,0.44,61,122,0.5,2,11,0.18,0,0,306,35,11,2.65,2.59,0.4,0.3,0.64,0.58,0.8,1.54,0,11,71,0.15,21,81,0.26,1,3,0.33,0,0,103,24,16,3.4,3.76,0.29,0.33,0.68,0.86,0.1,0.34
Jim Miller,Kamal Shalorus,Red,1,43,131,0.32,76,172,0.44,1,1,1,2,0,206,37,17,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,26,130,0.2,34,138,0.25,1,3,0.33,0,0,60,9,5,3.06,2.99,0.32,0.5,0.7,0.8,0,2.07
Dan Miller,Nate Marquardt,Blue,0,10,38,0.26,36,65,0.55,2,6,0.33,2,0,119,14,8,2.03,3.06,0.36,0.54,0.49,0.47,1.8,1.67,0,47,78,0.6,75,110,0.68,3,3,1,0,0,438,35,19,2.71,2.32,0.49,0.51,0.55,0.7,0.8,1.87
Mirko Filipovic,Brendan Schaub,Blue,0,21,39,0.53,52,71,0.73,0,0,0,0,0,110,35,11,2.11,1.89,0.5,0.4,0.63,0.78,0.3,0.19,1,40,83,0.48,109,156,0.7,4,8,0.5,0,0,417,10,5,2.92,2.22,0.37,0.46,0.57,0.72,0.4,2.32
Luiz Cane,Eliot Marshall,Red,1,29,63,0.46,33,72,0.46,0,0,0,0,0,59,17,7,4.79,5,0.41,0.28,0.6,1,0.3,0.56,0,2,7,0.28,2,7,0.29,0,2,0,0,0,0,10,4,1.93,2.39,0.27,0.33,0.67,0.79,0.9,0.47
Edson Barboza,Anthony Njokuani,Red,0,46,151,0.3,48,153,0.31,2,2,1,0,0,45,24,11,4.18,4.34,0.45,0.5,0.57,0.75,0.1,0.48,0,72,188,0.38,78,194,0.4,1,1,1,0,0,28,16,12,3.94,2.41,0.46,0.45,0.65,0.53,0.2,0.5
Ricardo Almeida,Mike Pyle,Blue,0,48,84,0.57,66,103,0.64,1,18,0.05,0,0,312,13,5,2.02,1.2,0.49,0.38,0.61,0.31,1.2,3.74,0,36,73,0.49,77,120,0.64,1,3,0.33,1,0,55,27,14,2.74,2.84,0.45,0.35,0.6,0.7,1.5,1.8
Kurt Pellegrino,Gleison Tibau,Blue,0,47,120,0.39,97,171,0.57,1,6,0.16,0,0,189,16,7,2.45,1.94,0.43,0.54,0.63,0.69,0.8,2.9,0,44,103,0.42,81,149,0.54,2,7,0.28,0,0,172,33,14,1.95,2.51,0.31,0.53,0.63,0.92,0.8,4.08
Joseph Benavidez,Ian Loveland,Red,0,48,118,0.4,70,147,0.48,5,17,0.29,0,0,227,28,8,3.52,2.67,0.34,0.3,0.61,0.62,0.6,1.41,0,45,90,0.5,50,98,0.51,0,1,0,0,0,15,18,10,2.71,2.36,0.4,0.37,0.64,0.69,0.3,1
Constantinos Philippou,Nick Catone,Blue,0,23,49,0.46,44,77,0.57,0,0,0,0,0,0,13,5,2.19,2.73,0.35,0.42,0.54,0.65,0.3,0.4,0,31,59,0.52,79,116,0.68,3,8,0.37,0,0,518,10,4,2.11,2.32,0.44,0.44,0.63,0.83,0.5,3.71
Erik Koch,Raphael Assuncao,Red,1,4,18,0.22,5,19,0.26,0,0,0,0,0,2,16,6,2.33,2.82,0.42,0.42,0.47,0.81,1,1.02,0,9,20,0.45,9,20,0.45,0,0,0,0,0,0,28,10,3.22,2.5,0.42,0.39,0.66,0.78,0.2,1.65
Diego Sanchez,Martin Kampmann,Red,0,51,202,0.25,51,202,0.25,1,15,0.06,0,0,98,31,13,2.69,3.02,0.37,0.24,0.56,0.46,0.8,1.51,1,77,200,0.38,79,202,0.39,0,0,0,0,0,22,20,7,3.22,3.28,0.42,0.41,0.62,0.78,2,1.86
CB Dollaway,Mark Munoz,Blue,0,2,5,0.4,2,5,0.4,1,1,1,0,0,12,17,9,2.65,2.58,0.47,0.54,0.54,0.62,1.2,3.55,1,4,7,0.57,4,7,0.57,0,0,0,0,0,5,14,6,3.12,2.26,0.51,0.29,0.57,0.57,0.6,3.17
Alessio Sakara,Chris Weidman,Blue,0,27,71,0.38,34,79,0.43,0,0,0,0,1,3,19,11,3.96,2.8,0.47,0.78,0.59,0.62,0,2.18,0,45,105,0.42,98,171,0.57,5,8,0.62,0,0,479,15,7,2.98,3.27,0.43,0.43,0.5,0.65,0.8,3.6
Brian Bowles,Damacio Page,Red,0,19,61,0.31,20,62,0.32,1,1,1,1,0,8,10,3,2.36,2.98,0.26,0.7,0.64,0.54,1.4,1.39,0,17,49,0.34,18,50,0.36,0,0,0,0,0,18,19,10,2.05,2.47,0.38,0.64,0.51,0.23,0.9,2.63
Steve Cantwell,Cyrille Diabate,Blue,0,28,105,0.26,33,112,0.29,1,7,0.14,0,0,85,7,6,3.63,5.76,0.34,0.3,0.55,0.8,0.7,0.65,1,146,198,0.73,170,225,0.76,1,1,1,0,0,97,19,10,4.06,1.78,0.71,0.83,0.6,0.53,0.2,1.17
Joe Stevenson,Danny Castillo,Blue,0,12,45,0.26,21,55,0.38,2,6,0.33,4,0,223,33,16,2.05,2.44,0.44,0.44,0.6,0.39,2.2,2.75,0,55,103,0.53,82,132,0.62,5,11,0.45,0,0,313,17,10,2.57,1.96,0.42,0.38,0.62,0.63,0.2,2.95
Thiago Tavares,Shane Roller,Blue,0,22,70,0.31,23,71,0.32,1,1,1,0,0,29,21,7,2,2.31,0.4,0.42,0.62,0.62,1.5,3.83,1,26,106,0.24,26,106,0.25,0,1,0,0,0,12,11,7,2.04,2.65,0.34,0.33,0.6,0.42,1.9,2.46
Takeya Mizugaki,Reuben Duran,Red,0,43,92,0.46,77,133,0.58,4,4,1,0,0,254,21,11,3.37,3.27,0.37,0.57,0.57,0.7,0.1,1.46,0,67,143,0.46,105,186,0.56,0,2,0,0,0,60,11,7,3.19,2.61,0.49,0.23,0.5,0.25,0.7,0.98
Rob Kimmons,Dongi Yang,Blue,0,1,15,0.06,19,33,0.58,1,1,1,0,0,20,25,9,1.86,4.79,0.48,0.46,0.38,0.25,2.4,2.08,1,57,71,0.8,145,181,0.8,1,1,1,2,1,497,13,3,3.55,3.21,0.51,0.41,0.63,0.61,0.5,1.7
David Branch,Rousimar Palhares,Blue,0,6,23,0.26,17,35,0.49,1,1,1,0,0,199,22,6,1.66,1.91,0.39,0.32,0.56,0.43,0,2.55,0,2,3,0.66,4,5,0.8,0,2,0,3,0,26,19,8,1.75,2.04,0.51,0.45,0.59,0,4.1,3.93
Igor Pokrajac,Todd Brown,Red,1,17,38,0.44,39,60,0.65,0,0,0,0,0,35,28,13,2.25,4.26,0.45,0.29,0.4,0.51,0.2,0.87,0,15,23,0.65,24,32,0.75,0,3,0,0,0,126,16,4,2.15,3.85,0.45,0,0.48,0.5,0,0
Michael Bisping,Jorge Rivera,Red,1,50,123,0.4,57,132,0.43,3,8,0.37,0,0,77,30,9,4.33,2.71,0.38,0.43,0.65,0.63,0.3,1.05,0,8,53,0.15,9,54,0.17,0,0,0,0,0,0,20,9,3.16,2.64,0.48,0.5,0.54,0.63,0.1,0.84
George Sotiropoulos,Dennis Siver,Blue,0,38,204,0.18,38,204,0.19,0,13,0,0,0,8,14,7,2.61,2.52,0.27,0.31,0.67,0.53,1.6,2.32,2,74,226,0.32,79,231,0.34,0,0,0,0,0,19,23,11,3.87,2.67,0.32,0.32,0.65,0.65,0.3,0.87
Brian Ebersole,Chris Lytle,Red,1,32,61,0.52,73,104,0.7,4,8,0.5,1,0,454,51,18,2.32,2.14,0.49,0.23,0.56,0.61,0.1,1.7,0,24,66,0.36,56,104,0.54,0,0,0,5,2,91,31,18,3.76,3.03,0.45,0.55,0.58,0.55,2.4,0.7
Chris Camozzi,Kyle Noke,Blue,0,4,7,0.57,4,7,0.57,0,1,0,0,0,41,24,13,3.57,2.96,0.44,0.19,0.56,0.57,0.5,0.27,0,4,10,0.4,4,10,0.4,1,1,1,1,0,0,22,10,3.23,2.09,0.5,0.54,0.64,0.66,0.8,1.53
Ross Pearson,Spencer Fisher,Red,0,59,198,0.29,69,210,0.33,3,6,0.5,0,0,116,20,16,3.68,4.09,0.4,0.35,0.62,0.75,0,0.74,0,38,151,0.25,43,156,0.28,1,1,1,0,0,32,24,9,3.17,3.03,0.43,0.3,0.64,0.6,0.8,0.67
Alexander Gustafsson,James Te Huna,Red,0,4,9,0.44,17,22,0.77,1,2,0.5,2,0,57,18,8,4.03,3.53,0.4,0.39,0.51,0.83,0.4,1.53,0,6,6,1,34,34,1,1,4,0.25,0,0,175,16,9,4.04,2.99,0.51,0.37,0.62,0.58,0.2,2.75
Nick Ring,Riki Fukuda,Red,0,41,125,0.32,46,130,0.35,0,1,0,0,0,4,14,4,3.52,3.48,0.42,0.36,0.62,0.52,0.3,1.36,0,28,82,0.34,65,121,0.54,6,9,0.66,0,0,292,24,9,4.24,3.71,0.43,0.43,0.64,0.7,0,2.17
Tom Blackledge,Anthony Perosh,Blue,0,8,13,0.61,8,13,0.62,0,0,0,0,0,9,10,7,2.91,2.55,0.61,0,0.46,0.75,0,0,0,7,13,0.53,11,18,0.61,1,4,0.25,1,0,68,15,10,2.27,3.77,0.43,0.22,0.53,0.33,1.1,2.03
Zhang Tiequan,Jason Reinhardt,Red,0,4,11,0.36,4,11,0.36,0,0,0,1,0,0,15,4,1.23,2.14,0.36,0.58,0.51,0.75,3.4,1.95,0,2,6,0.33,2,6,0.33,0,0,0,0,0,9,20,3,0.51,4.07,0.4,0.12,0.43,0.5,0,1.91
Mark Hunt,Chris Tuchscherer,Red,1,14,43,0.32,24,56,0.43,0,0,0,0,0,2,13,14,2.81,2.9,0.43,0.55,0.51,0.64,0.2,0.51,0,9,37,0.24,22,52,0.42,1,4,0.25,0,0,105,21,4,1.35,3.17,0.31,0.18,0.47,0,0.6,1.19
Maciej Jewtuszko,Curt Warburton,Blue,0,30,67,0.44,45,86,0.52,0,0,0,0,0,0,12,3,2.29,1.39,0.45,0,0.66,0.42,0.9,0,0,18,58,0.31,52,112,0.46,4,7,0.57,0,0,498,13,6,2.13,3.44,0.42,0.5,0.43,0.83,0.9,2.35
Anderson Silva,Vitor Belfort,Red,1,6,10,0.6,6,10,0.6,0,0,0,0,0,5,34,11,3.05,2.05,0.61,0.77,0.6,0.69,0.8,0.5,0,6,15,0.4,6,15,0.4,0,0,0,0,0,3,26,14,1.59,2.83,0.46,0.6,0.5,0.53,0.6,1.02
Forrest Griffin,Rich Franklin,Red,0,50,155,0.32,126,249,0.51,5,7,0.71,0,0,353,19,7,4.38,2.81,0.36,0.48,0.61,0.57,0.7,1.05,0,33,104,0.31,40,112,0.36,1,2,0.5,0,0,21,29,7,4.1,2.07,0.44,0.66,0.62,0.63,0.7,1.31
Jon Jones,Ryan Bader,Red,0,20,42,0.47,31,54,0.57,2,2,1,3,0,262,27,1,4.29,2.22,0.57,0.45,0.64,0.95,0.5,1.93,0,5,24,0.2,8,27,0.3,0,2,0,0,0,0,23,5,2.82,1.39,0.43,0.44,0.71,0.8,0.4,3.37
Jake Ellenberger,Carlos Eduardo Rocha,Red,0,25,76,0.32,41,98,0.42,3,5,0.6,0,0,105,31,15,2.47,2.83,0.39,0.47,0.6,0.86,0.4,2.04,0,21,76,0.27,32,88,0.36,0,5,0,2,1,214,9,4,1.24,1.85,0.34,0,0.55,0.52,1.4,0
Miguel Torres,Antonio Banuelos,Red,0,73,188,0.38,73,188,0.39,0,0,0,0,0,0,44,9,3.98,1.86,0.43,0,0.74,0.17,1.6,0,0,10,135,0.07,10,135,0.07,0,0,0,0,0,1,20,11,2.69,3.15,0.33,0.62,0.58,0.86,0.4,1.62
Donald Cerrone,Paul Kelly,Red,0,37,74,0.5,62,101,0.61,3,4,0.75,1,0,211,36,17,4.41,4.48,0.46,0.33,0.53,0.73,1.2,1.16,0,22,75,0.29,29,82,0.35,0,0,0,2,0,0,14,5,3.22,2.61,0.37,0.6,0.59,0.3,1.5,1.34
Chad Mendes,Michihiro Omigawa,Red,0,56,123,0.45,67,139,0.48,4,10,0.4,0,0,375,18,5,2.78,2.35,0.49,0.55,0.67,1,0.3,4.13,0,18,92,0.19,59,141,0.42,0,1,0,2,0,32,17,14,2.01,3.06,0.39,0.36,0.64,0.49,1.5,1.19
Norifumi Yamamoto,Demetrious Johnson,Blue,0,16,65,0.24,17,66,0.26,0,2,0,0,0,27,18,6,2.09,2.01,0.45,0.22,0.57,0.45,0,0.41,0,38,102,0.37,70,134,0.52,10,15,0.66,0,0,226,27,3,3.43,1.66,0.54,0.56,0.67,0.65,0.5,3.35
Paul Taylor,Gabe Ruediger,Red,1,37,61,0.6,47,72,0.65,0,1,0,0,0,198,11,6,4.44,4.47,0.47,0.25,0.55,0.56,0.5,0.27,0,17,49,0.34,60,95,0.63,0,6,0,0,0,67,18,8,1.7,5.16,0.31,0.11,0.41,0.28,0,2.04
Kyle Kingsbury,Ricardo Romero,Red,1,9,13,0.69,12,16,0.75,0,0,0,0,0,7,11,6,2.97,3.81,0.4,0.41,0.51,0.52,0,2.64,0,1,3,0.33,1,3,0.33,0,0,0,0,0,0,11,3,2.17,4.77,0.55,0.1,0.46,1,3.3,1.63
Mike Pierce,Kenny Robertson,Red,1,19,37,0.51,33,51,0.65,2,4,0.5,1,0,239,17,7,2.62,2.36,0.42,0.42,0.62,0.71,0.2,3.08,0,12,36,0.33,24,51,0.47,0,0,0,0,0,13,15,5,3.72,3.02,0.47,0.26,0.52,0.57,0.8,1.37
Melvin Guillard,Evan Dunham,Red,2,17,33,0.51,28,44,0.64,0,0,0,0,0,5,32,18,2.96,1.85,0.4,0.63,0.66,0.61,0.2,1.3,0,2,10,0.2,2,10,0.2,1,6,0.16,0,0,58,18,9,5.33,3.54,0.39,0.33,0.61,0.79,1,1.82
Matt Mitrione,Tim Hague,Red,2,16,27,0.59,17,28,0.61,0,0,0,0,0,14,12,5,3.55,2.79,0.5,0,0.64,0.55,0.7,0,0,3,8,0.37,4,9,0.44,0,3,0,0,0,33,21,13,2.79,4.14,0.47,0.33,0.46,0.85,0.9,1.72
Mark Hominick,George Roop,Red,2,9,16,0.56,9,16,0.56,0,0,0,0,0,7,20,12,4.08,4.18,0.42,0.66,0.69,0.71,0.9,0.25,0,12,32,0.37,12,32,0.38,0,1,0,0,0,0,15,13,3.43,2.47,0.34,0.57,0.6,0.59,0.1,1.05
Pat Barry,Joey Beltran,Red,1,46,90,0.51,58,103,0.56,0,0,0,0,0,53,8,7,2.72,3.54,0.52,0,0.59,0.76,0.2,0,0,55,177,0.31,104,235,0.44,0,6,0,0,0,262,17,14,4.92,5.27,0.36,0.18,0.54,0.75,0,0.48
Cole Miller,Matt Wiman,Blue,0,22,53,0.41,60,102,0.59,0,1,0,0,0,3,21,11,3,3.88,0.33,0.36,0.59,0.38,1.8,0.6,0,76,165,0.46,106,208,0.51,1,1,1,1,0,660,16,10,3.17,3.57,0.5,0.37,0.51,0.56,1.5,2.13
Cody McKenzie,Yves Edwards,Blue,0,16,72,0.22,55,112,0.49,2,9,0.22,0,0,172,16,10,1.74,2.5,0.34,0.25,0.67,0.14,2.5,2.5,0,33,75,0.44,41,84,0.49,0,0,0,1,0,121,42,22,2.91,2.34,0.42,0.53,0.66,0.69,0.7,0.76
DaMarques Johnson,Mike Guymon,Red,0,2,4,0.5,11,13,0.85,1,1,1,0,0,185,15,15,2.11,3.75,0.37,0.55,0.51,0.19,0.7,1.18,0,1,1,1,10,10,1,0,1,0,0,0,0,15,6,2.75,0.79,0.65,0.37,0.66,0.54,1.2,1.87
Rani Yahya,Mike Brown,Red,0,40,58,0.68,97,129,0.75,3,11,0.27,2,1,464,28,11,1.59,1.77,0.37,0.32,0.5,0.24,1.9,2.86,0,15,31,0.48,50,74,0.68,1,1,1,0,0,217,26,9,2.98,2.45,0.44,0.4,0.6,0.66,0.6,3.23
Waylon Lowe,Willamy Freire,Red,0,15,28,0.53,38,54,0.7,4,8,0.5,0,0,577,16,7,1.88,2.4,0.55,0.55,0.53,0.83,0.3,4.47,0,23,50,0.46,67,98,0.68,1,1,1,0,0,88,26,6,1.53,0.93,0.37,1,0.62,0.73,0,0.5
Charlie Brenneman,Amilcar Alves,Red,0,26,35,0.74,114,143,0.8,3,9,0.33,0,0,737,19,8,1.52,1.55,0.56,0.42,0.46,0.72,0,4.23,0,10,20,0.5,25,40,0.62,0,1,0,0,0,0,15,12,0.5,2.02,0.46,0,0.3,0.53,0,0
Will Campuzano,Chris Cariaso,Blue,0,62,158,0.39,71,171,0.42,0,1,0,0,0,0,14,6,2.43,3.82,0.31,0.45,0.57,0.48,0.2,0.88,0,67,173,0.38,69,175,0.39,0,4,0,0,0,33,17,8,3.35,2.23,0.43,0.39,0.61,0.57,0.8,1.11
Chris Leben,Brian Stann,Blue,0,7,25,0.28,16,34,0.47,0,2,0,0,0,8,22,11,2.87,2.87,0.42,0.41,0.52,0.53,0.8,1.14,3,30,50,0.6,48,69,0.7,0,0,0,1,0,104,12,6,3.28,2.65,0.42,0.12,0.59,0.6,0.3,0.12
Nate Diaz,Dong Hyun Kim,Blue,0,36,85,0.42,81,138,0.59,1,1,1,1,1,117,22,13,4.57,3.77,0.45,0.3,0.52,0.41,1.3,1.05,0,19,46,0.41,34,66,0.52,3,7,0.42,0,1,498,22,4,2.12,1.89,0.49,0.43,0.58,0.71,0.6,2.93
Clay Guida,Takanori Gomi,Red,0,12,61,0.19,16,69,0.23,3,9,0.33,2,0,108,38,21,2.64,3.01,0.33,0.36,0.61,0.67,0.6,3.13,0,14,81,0.17,14,81,0.17,0,0,0,0,0,32,35,14,3.81,3.52,0.41,0.65,0.6,0.63,0.8,1.23
Jeremy Stephens,Marcus Davis,Red,1,25,68,0.36,51,96,0.53,0,4,0,2,0,62,28,19,3.17,3.05,0.4,0.38,0.58,0.65,0.4,1.16,0,17,76,0.22,58,122,0.48,2,4,0.5,0,0,263,22,11,2.72,2.79,0.39,0.48,0.65,0.47,1.4,1.6
Dustin Poirier,Josh Grispi,Red,0,77,148,0.52,106,181,0.59,0,0,0,0,1,469,30,8,5.45,4.36,0.51,0.36,0.53,0.63,1.4,1.33,0,16,43,0.37,35,63,0.56,2,9,0.22,2,0,162,14,5,1.44,3.71,0.41,0.36,0.5,0.16,2.2,1.97
Phil Baroni,Brad Tavares,Blue,1,11,16,0.68,23,29,0.79,0,0,0,1,0,109,15,18,2.77,3.93,0.45,0.47,0.4,0.6,0.5,1.46,1,22,31,0.7,25,34,0.74,0,3,0,0,0,44,20,10,3.38,3.15,0.43,0.26,0.55,0.81,0,0.78
Mike Brown,Diego Nunes,Blue,0,68,117,0.58,101,164,0.62,4,16,0.25,0,0,295,26,9,2.98,2.45,0.44,0.4,0.6,0.66,0.6,3.23,0,65,111,0.58,75,122,0.61,0,1,0,0,0,130,19,7,2.72,2.59,0.43,0.44,0.58,0.65,0.6,1.18
Daniel Roberts,Greg Soto,Red,0,3,13,0.23,8,22,0.36,1,2,0.5,2,0,106,15,7,0.73,2.27,0.2,0.44,0.46,0.4,2.5,2.46,0,6,13,0.46,6,13,0.46,0,0,0,1,0,31,9,4,3.21,2.61,0.63,0.27,0.52,0.44,1,1.49
Jacob Volkmann,Antonio McKee,Red,0,10,47,0.21,21,58,0.36,1,2,0.5,2,0,264,19,7,1.19,1.78,0.34,0.48,0.52,0.52,2,3.19,0,25,55,0.45,41,75,0.55,1,4,0.25,0,1,168,29,6,1.37,0.74,0.45,0.33,0.74,0.57,0,1.47
Georges St-Pierre,Josh Koscheck,Red,0,110,259,0.42,136,292,0.47,4,9,0.44,0,0,285,26,2,3.78,1.4,0.53,0.74,0.72,0.83,1.1,4.16,0,16,134,0.11,30,148,0.2,1,4,0.25,0,0,74,17,11,1.79,2.27,0.36,0.48,0.63,0.64,0.4,2.46
Stefan Struve,Sean McCorkle,Red,0,11,19,0.57,18,27,0.67,0,0,0,0,1,16,33,13,3.12,4.04,0.47,0.46,0.46,0.55,1.7,0.56,0,4,9,0.44,8,13,0.62,1,1,1,2,0,186,17,7,0.85,2.48,0.44,0.4,0.52,0.33,4.2,2.12
Jim Miller,Charles Oliveira,Red,0,1,6,0.16,6,11,0.55,1,1,1,2,0,91,37,17,2.96,3.18,0.42,0.44,0.58,0.48,1.7,1.58,0,5,8,0.62,8,12,0.67,0,1,0,0,0,0,34,9,3.54,3.19,0.53,0.4,0.51,0.55,2.7,2.32
Joe Stevenson,Mac Danzig,Blue,0,6,19,0.31,6,19,0.32,0,0,0,0,0,0,33,16,2.05,2.44,0.44,0.44,0.6,0.39,2.2,2.75,1,9,23,0.39,9,23,0.39,0,0,0,0,0,1,21,12,3.39,3.44,0.48,0.37,0.57,0.46,0.6,1.2
